Sn,System,Sub System,Project Number,Sub Contract,Building Number,Floor,Drawing Zone,Discipline,Sub Discipline,Drawing Stage,DN,Column1,Title,21,Review Time Days,Review Time Overdue,25,S_Date,27,28,C_Date,292,Drawing Submission Status,By2,Aref_0,Asub_0,Asub_02,Asub_03,Jvref_0,Jvc_0,Jvcd_0,Cmac_0,Aref_1,Asub_1,Jvref_1,Jvc_1,Jvcd_1,Cmac_1,Aref_2,Asub_2,Jvref_2,Jvc_2,Jvcd_2,Cmac_2,Aref_3,Asub_3,Jvref_3,Jvc_3,Jvcd_3,Cmac_3,Aref_4,Asub_4,Jvref_4,Jvc_4,Jvcd_4,Cmac_4,Aref_5,Asub_5,Jvref_5,Jvc_5,Jvcd_5,Cmac_5,Aref_6,Asub_6,Jvref_6,Jvc_6,Jvcd_6,Cmac_6,Aref_7,Asub_7,Jvref_7,Jvc_7,Jvcd_7,Cmac_7
1358,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,4.0,ICT,GSM,SD,173,1300403-ATS-B04-GF-04-ICT-GSM-SD-173,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 4,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1359,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,0.0,ICT,GSM,SD,174,1300403-ATS-B05-BF-00-ICT-GSM-SD-174,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1360,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,1.0,ICT,GSM,SD,175,1300403-ATS-B05-BF-01-ICT-GSM-SD-175,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1361,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,2.0,ICT,GSM,SD,176,1300403-ATS-B05-BF-02-ICT-GSM-SD-176,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1362,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,3.0,ICT,GSM,SD,177,1300403-ATS-B05-BF-03-ICT-GSM-SD-177,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 3,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1363,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,4.0,ICT,GSM,SD,178,1300403-ATS-B05-BF-04-ICT-GSM-SD-178,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 4,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1364,GSM-DAS & TETRA,GSM,1300403,ATS,B06,GF,0.0,ICT,GSM,SD,179,1300403-ATS-B06-GF-00-ICT-GSM-SD-179,B0006 - Baggage Handling Area Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1365,GSM-DAS & TETRA,GSM,1300403,ATS,B07,GF,0.0,ICT,GSM,SD,180,1300403-ATS-B07-GF-00-ICT-GSM-SD-180,B0007 - Hajj Building Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1366,GSM-DAS & TETRA,GSM,1300403,ATS,B01,BF,0.0,ICT,GSM,SD,181,1300403-ATS-B01-BF-00-ICT-GSM-SD-181,B0001 - Terminal Basement Floor Gsm Das Plan Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1367,GSM-DAS & TETRA,GSM,1300403,ATS,B01,GF,0.0,ICT,GSM,SD,182,1300403-ATS-B01-GF-00-ICT-GSM-SD-182,B0001 - Terminal Ground Floor Gsm Das Plan Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1368,GSM-DAS & TETRA,GSM,1300403,ATS,B01,MZ,0.0,ICT,GSM,SD,183,1300403-ATS-B01-MZ-00-ICT-GSM-SD-183,B0001 - Terminal Mezzanine Floor Gsm Das Plan Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1369,GSM-DAS & TETRA,GSM,1300403,ATS,B01,FF,0.0,ICT,GSM,SD,184,1300403-ATS-B01-FF-00-ICT-GSM-SD-184,B0001 - Terminal First Floor Gsm Das Plan Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1370,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,0.0,ICT,GSM,SD,186,1300403-ATS-B02-GF-00-ICT-GSM-SD-186,B0002- Group Check In Ground Floor Gsm Das Plan Over All Layout,2025-07-02,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1371,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,1.0,ICT,GSM,SD,187,1300403-ATS-B02-GF-01-ICT-GSM-SD-187,B0002- Group Check In Ground Floor Gsm Das Plan Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1372,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,2.0,ICT,GSM,SD,188,1300403-ATS-B02-GF-02-ICT-GSM-SD-188,B0002- Group Check In Ground Floor Gsm Das Plan Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1373,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,3.0,ICT,GSM,SD,189,1300403-ATS-B02-GF-03-ICT-GSM-SD-189,B0002- Group Check In Ground Floor Gsm Das Plan Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1374,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,0.0,ICT,GSM,SD,190,1300403-ATS-B02-FF-00-ICT-GSM-SD-190,B0002- Group Check In First Floor Gsm Das Plan Over All Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1375,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,1.0,ICT,GSM,SD,191,1300403-ATS-B02-FF-01-ICT-GSM-SD-191,B0002- Group Check In First Floor Gsm Das Plan Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1376,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,2.0,ICT,GSM,SD,192,1300403-ATS-B02-FF-02-ICT-GSM-SD-192,B0002- Group Check In First Floor Gsm Das Plan Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1377,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,3.0,ICT,GSM,SD,193,1300403-ATS-B02-FF-03-ICT-GSM-SD-193,B0002- Group Check In First Floor Gsm Das Plan Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1378,GSM-DAS & TETRA,GSM,1300403,ATS,B03,BF,0.0,ICT,GSM,SD,194,1300403-ATS-B03-BF-00-ICT-GSM-SD-194,B0003 - Mosque Basement Floor Gsm Das Plan Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1379,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,0.0,ICT,GSM,SD,195,1300403-ATS-B03-GF-00-ICT-GSM-SD-195,B0003 - Mosque Ground Floor Gsm Das Plan Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1380,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,1.0,ICT,GSM,SD,196,1300403-ATS-B03-GF-01-ICT-GSM-SD-196,B0003 - Mosque Ground Floor Gsm Das Plan Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1381,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,2.0,ICT,GSM,SD,197,1300403-ATS-B03-GF-02-ICT-GSM-SD-197,B0003 - Mosque Ground Floor Gsm Das Plan Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1382,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,0.0,ICT,GSM,SD,198,1300403-ATS-B03-FF-00-ICT-GSM-SD-198,B0003 - Mosque First Floor Gsm Das Plan Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1383,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,1.0,ICT,GSM,SD,199,1300403-ATS-B03-FF-01-ICT-GSM-SD-199,B0003 - Mosque First Floor Gsm Das Plan Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1384,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,2.0,ICT,GSM,SD,200,1300403-ATS-B03-FF-02-ICT-GSM-SD-200,B0003 - Mosque First Floor Gsm Das Plan Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1385,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,0.0,ICT,GSM,SD,201,1300403-ATS-B04-BF-00-ICT-GSM-SD-201,B0004 - West Parking Lower Level Gsm Das Plan Over Layout,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1386,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,1.0,ICT,GSM,SD,202,1300403-ATS-B04-BF-01-ICT-GSM-SD-202,B0004 - West Parking Lower Level Gsm Das Plan Part 1,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1387,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,2.0,ICT,GSM,SD,203,1300403-ATS-B04-BF-02-ICT-GSM-SD-203,B0004 - West Parking Lower Level Gsm Das Plan Part 2,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1388,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,3.0,ICT,GSM,SD,204,1300403-ATS-B04-BF-03-ICT-GSM-SD-204,B0004 - West Parking Lower Level Gsm Das Plan Part 3,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1389,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,4.0,ICT,GSM,SD,205,1300403-ATS-B04-BF-04-ICT-GSM-SD-205,B0004 - West Parking Lower Level Gsm Das Plan Part 4,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1390,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,0.0,ICT,GSM,SD,206,1300403-ATS-B04-GF-00-ICT-GSM-SD-206,B0004 - West Parking Upper Level Gsm Das Plan Over All Layout ,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1391,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,1.0,ICT,GSM,SD,207,1300403-ATS-B04-GF-01-ICT-GSM-SD-207,B0004 - West Parking Upper Level Gsm Das Plan Part 1,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1392,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,2.0,ICT,GSM,SD,208,1300403-ATS-B04-GF-02-ICT-GSM-SD-208,B0004 - West Parking Upper Level Gsm Das Plan Part 2,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1393,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,3.0,ICT,GSM,SD,209,1300403-ATS-B04-GF-03-ICT-GSM-SD-209,B0004 - West Parking Upper Level Gsm Das Plan Part 3,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1394,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,4.0,ICT,GSM,SD,210,1300403-ATS-B04-GF-04-ICT-GSM-SD-210,B0004 - West Parking Upper Level Gsm Das Plan Part 4,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1395,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,0.0,ICT,GSM,SD,211,1300403-ATS-B05-BF-00-ICT-GSM-SD-211,B0005 - East Parking Lower Level Gsm Das Plan Over All Layout,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1396,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,1.0,ICT,GSM,SD,212,1300403-ATS-B05-BF-01-ICT-GSM-SD-212,B0005 - East Parking Lower Level Gsm Das Plan Part 1,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1397,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,2.0,ICT,GSM,SD,213,1300403-ATS-B05-BF-02-ICT-GSM-SD-213,B0005 - East Parking Lower Level Gsm Das Plan Part 2,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1398,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,3.0,ICT,GSM,SD,214,1300403-ATS-B05-BF-03-ICT-GSM-SD-214,B0005 - East Parking Lower Level Gsm Das Plan Part 3,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1399,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,4.0,ICT,GSM,SD,215,1300403-ATS-B05-BF-04-ICT-GSM-SD-215,B0005 - East Parking Lower Level Gsm Das Plan Part 4,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1400,GSM-DAS & TETRA,GSM,1300403,ATS,B06,GF,0.0,ICT,GSM,SD,216,1300403-ATS-B06-GF-00-ICT-GSM-SD-216,B0006 - Baggage Handling Area Gsm Das Plan Layout,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1401,GSM-DAS & TETRA,GSM,1300403,ATS,B07,GF,0.0,ICT,GSM,SD,217,1300403-ATS-B07-GF-00-ICT-GSM-SD-217,B0007 - Hajj Building Gsm Das Plan Layout,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1402,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,SLD,SD,1,1300403-ATS-BXX-XX-XX-ICT-SLD-SD-01,Single Line Diagram For Gsm System,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1403,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,RCK,SD,1,1300403-ATS-BXX-XX-XX-ICT-RCK-SD-01,Rack Elevation For Gsm System Sheet - 01,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1404,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,RCK,SD,2,1300403-ATS-BXX-XX-XX-ICT-RCK-SD-02,Rack Elevation For Gsm System Sheet - 02,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1405,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,RCK,SD,3,1300403-ATS-BXX-XX-XX-ICT-RCK-SD-03,Rack Elevation For Gsm System Sheet - 03,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1406,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,RCK,SD,4,1300403-ATS-BXX-XX-XX-ICT-RCK-SD-04,Rack Elevation For Gsm System Sheet - 04,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1407,GSM-DAS & TETRA,GSM,1300403,ATS,BXX,XX,,ICT,RCK,SD,5,1300403-ATS-BXX-XX-XX-ICT-RCK-SD-05,Rack Elevation For Gsm System Sheet - 05,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1408,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,2.0,ICT,DET,SD,0,1300403-ATS-BXX-XX-02-ICT-DET-SD-00,Installation And Mounting Details Sheet-01,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1409,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,3.0,ICT,DET,SD,0,1300403-ATS-BXX-XX-03-ICT-DET-SD-00,Installation And Mounting Details Sheet-02,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1410,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,4.0,ICT,DET,SD,0,1300403-ATS-BXX-XX-04-ICT-DET-SD-00,Installation And Mounting Details Sheet-03,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1411,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,0.0,ICT,DET,SD,0,1300403-ATS-BXX-XX-00-ICT-DET-SD-00,Installation And Mounting Details Sheet-04,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1412,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,1.0,ICT,DET,SD,0,1300403-ATS-BXX-XX-01-ICT-DET-SD-00,Installation And Mounting Details Sheet-01,2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1413,GSM-DAS & TETRA,ICT TECHNICAL ROOMS,1300403,ATS,BXX,XX,2.0,ICT,DET,SD,1,1300403-ATS-BXX-XX-02-ICT-DET-SD-01,Gsm & Tetra System Room Layout(B001-Gr-450),2025-06-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1414,GSM-DAS & TETRA,TETRA,1300403,ATS,B01,BF,0.0,ICT,TET,SD,0,1300403-ATS-B01-BF-00-ICT-TET-SD-00,B0001 - Terminal Basement Floor Tetra Das Prediction Heatmap,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1415,GSM-DAS & TETRA,TETRA,1300403,ATS,B01,GF,0.0,ICT,TET,SD,2,1300403-ATS-B01-GF-00-ICT-TET-SD-02,B0001 - Terminal Ground Floor Tetra Das Prediction Heatmap,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1416,GSM-DAS & TETRA,TETRA,1300403,ATS,B01,MZ,0.0,ICT,TET,SD,3,1300403-ATS-B01-MZ-00-ICT-TET-SD-03,B0001 - Terminal Mezzanine Floor Tetra Das Prediction Heatmap,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1417,GSM-DAS & TETRA,TETRA,1300403,ATS,B01,FF,0.0,ICT,TET,SD,4,1300403-ATS-B01-FF-00-ICT-TET-SD-04,B0001 - Terminal First Floor Tetra Das Prediction Heatmap,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1418,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,GF,0.0,ICT,TET,SD,5,1300403-ATS-B02-GF-00-ICT-TET-SD-05,B0002 - Group Check In Ground Floor Tetra Das Prediction Heatmap Over All Layout,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1419,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,GF,1.0,ICT,TET,SD,6,1300403-ATS-B02-GF-01-ICT-TET-SD-06,B0002 - Group Check In Ground Floor Tetra Das Prediction Heatmap Part 1,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1420,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,GF,2.0,ICT,TET,SD,7,1300403-ATS-B02-GF-02-ICT-TET-SD-07,B0002 - Group Check In Ground Floor Tetra Das Prediction Heatmap Part 2,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1421,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,GF,3.0,ICT,TET,SD,8,1300403-ATS-B02-GF-03-ICT-TET-SD-08,B0002 - Group Check In Ground Floor Tetra Das Prediction Heatmap Part 3,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1422,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,FF,0.0,ICT,TET,SD,9,1300403-ATS-B02-FF-00-ICT-TET-SD-09,B0002 - Group Check In First Floor Tetra Das Prediction Heatmap Over All Layout,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1423,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,FF,1.0,ICT,TET,SD,10,1300403-ATS-B02-FF-01-ICT-TET-SD-10,B0002 - Group Check In First Floor Tetra Das Prediction Heatmap Part 1,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1424,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,FF,2.0,ICT,TET,SD,11,1300403-ATS-B02-FF-02-ICT-TET-SD-11,B0002 - Group Check In First Floor Tetra Das Prediction Heatmap Part 2,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1425,GSM-DAS & TETRA,TETRA,1300403,ATS,B02,FF,3.0,ICT,TET,SD,12,1300403-ATS-B02-FF-03-ICT-TET-SD-12,B0002 - Group Check In First Floor Tetra Das Prediction Heatmap Part 3,2025-07-06,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
